A	id	title	url	lang	sourcelang	createdat	publishedat	rssfeedid	source	referenceid	referencekey	keywordlist	locationlist	publicationdate	label
22870.0	"0I4PZXGN8T"	"Farmers keeping pigs are suffering more and more losses"	"https://www.tygodnik-rolniczy.pl/articles/hodowla-zwierzat/rolnicy-utrzymujacy-swinie-ponosza-coraz-wieksze-straty/"	"EN"	"PL"	"2022-03-06 08:54:36"	"2022-03-04 08:54:16+00:00"	"5004fc5c26"	"www.tygodnik-rolniczy.pl"					1.646384056E9	"relevant"
22871.0	"JTIPJ4I5W2"	"Farmers offered swine virus research"	"https://globegazette.com/community/farmers-offered-swine-virus-research/article_65fb29eb-406b-5974-b095-848d0d7770e2.html"	"EN"	""	"2022-03-06 09:28:20"	"2022-03-02 19:14:00+00:00"	"e14d59d4d4"	"globegazette.com"					1.64624844E9	"relevant"
22872.0	"D9ITZIR8QD"	"Poultry Virus Confirmed in State Bordering Missouri"	"https://www.einnews.com/pr_news/564725757/poultry-virus-confirmed-in-state-bordering-missouri"	"EN"	""	"2022-03-06 09:56:20"	"2022-03-04 23:54:00+00:00"	"10c8057870"	"www.einnews.com"					1.64643804E9	"relevant"
22873.0	"VDGL20O9OC"	"Alert: Avian influenza"	"https://www.manchesterjournal.com/community-news/alert-avian-influenza/article_8e0f39ae-9a47-11ec-90d8-53368557ca15.html"	"EN"	""	"2022-03-06 09:56:20"	"2022-03-02 15:41:00+00:00"	"10c8057870"	"www.manchesterjournal.com"					1.64623566E9	"relevant"
22874.0	"1VZUQNEPN5"	"APHIS, NIFA-Funded Research Protecting the Nation’s Poultry Industry"	"https://nifa.usda.gov/blog/aphis-nifa-funded-research-protecting-nations-poultry-industry"	"EN"	""	"2022-03-06 09:56:20"	"2022-03-02 12:31:20+00:00"	"10c8057870"	"nifa.usda.gov"					1.64622428E9	"relevant"
22875.0	"QBZS8BKDIV"	"Studies offer further evidence that coronavirus pandemic began in animals in Wuhan market"	"https://www.cnn.com/2022/02/26/health/coronavirus-origins-studies/index.html"	"EN"	""	"2022-03-06 12:00:01"	"2022-02-27 13:09:00+00:00"	"ae68d3d05a"	"www.cnn.com"					1.64596734E9	"relevant"
22876.0	"BQ1ZG4CBOD"	"Shanghai added 3 new local confirmed cases of new crown pneumonia and 7 asymptomatic infected people| and the new crown pneumonia | Shanghai_Sina News"	"https://news.sina.com.cn/c/2022-03-06/doc-imcwipih6950614.shtml"	"EN"	"ZH-CN"	"2022-03-06 12:05:21"	"2022-03-06 08:04:54+00:00"	"09f4739a58bf"	"news.sina.com.cn"					1.646553894E9	"relevant"
22877.0	"GVOXWR8DJA"	"New study: The new coronavirus comes from The Huanan Seafood Market in Wuhan | Deutsche Welle from Germany Introduces Germany | DW | 06.03.2022"	"https://www.dw.com/zh/%25E6%2596%25B0%25E7%25A0%2594%25E7%25A9%25B6%25E6%2596%25B0%25E5%2586%25A0%25E7%2597%2585%25E6%25AF%2592%25E6%259D%25A5%25E8%2587%25AA%25E6%25AD%25A6%25E6%25B1%2589%25E5%258D%258E%25E5%258D%2597%25E6%25B5%25B7%25E9%25B2%259C%25E5%25B8%2582%25E5%259C%25BA/a-60987262"	"EN"	"ZH-CN"	"2022-03-06 12:05:21"	"2022-03-06 07:34:16+00:00"	"09f4739a58bf"	"www.dw.com"					1.646552056E9	"relevant"
22878.0	"10MOTFRFU7"	"On March 5, Jilin City added 9 new locally confirmed cases and 28 asymptomatic cases, including multiple students_102 new cases of locally confirmed cases in 31 provinces Involving 15 provinces_isolation_cases"	"http://www.sohu.com/a/527675346_162758"	"EN"	"ZH-CN"	"2022-03-06 12:05:21"	"2022-03-06 06:42:00+00:00"	"09f4739a58bf"	"www.sohu.com"					1.64654892E9	"relevant"
22879.0	"9M9K959YTT"	"Baotou added 1 new confirmed case of new coronary pneumonia The trajectory was announced"	"https://china.huanqiu.com/article/474y90eUnug"	"EN"	"ZH-CN"	"2022-03-06 12:05:21"	"2022-03-06 02:54:00+00:00"	"09f4739a58bf"	"china.huanqiu.com"					1.64653524E9	"relevant"
22880.0	"537FIFKU69"	"The latest situation of the novel coronavirus pneumonia epidemic in Sichuan Province (released on March 6) | novel coronavirus_Sina Finance_Sina.com"	"https://finance.sina.com.cn/jjxw/2022-03-06/doc-imcwipih6885515.shtml"	"EN"	"ZH-CN"	"2022-03-06 12:05:21"	"2022-03-06 00:26:16+00:00"	"09f4739a58bf"	"finance.sina.com.cn"					1.646526376E9	"relevant"
22881.0	"MYUTREDAV6"	"Gansu added 5 new confirmed cases of local new crown pneumonia, all in Lanzhou New District __ financial headlines"	"https://cj.sina.com.cn/articles/view/5182171545/134e1a999020019y9g"	"EN"	"ZH-CN"	"2022-03-06 12:05:21"	"2022-03-05 23:47:00+00:00"	"09f4739a58bf"	"cj.sina.com.cn"					1.64652402E9	"relevant"
22882.0	"CWGYG6BT2S"	"Every 8:00 丨 Qingdao Laixi added 36 new locally confirmed cases; Shenzhen Bao'an was designated as a medium-risk area; MasterCard and Visa card announced the suspension of business in Russia | Daily economic news"	"https://m.nbd.com.cn/articles/2022-03-06/2151925.html"	"EN"	"ZH-CN"	"2022-03-06 12:05:21"	"2022-03-05 22:58:00+00:00"	"09f4739a58bf"	"m.nbd.com.cn"					1.64652108E9	"relevant"
22883.0	"4O64G50PNF"	"Sanya City Novel Coronavirus Pneumonia Epidemic Prevention and Control Work Headquarters Fourth Press Conference Content Express_Response to Concerns_Sanya Municipal People's Government Network"	"http://www.sanya.gov.cn/sanyasite/hygq/202203/f44d9c19438e4918ac44771dbc07f005.shtml"	"EN"	"ZH-CN"	"2022-03-06 12:05:21"	"2022-03-05 07:41:53+00:00"	"09f4739a58bf"	"www.sanya.gov.cn"					1.646466113E9	"relevant"
22884.0	"R5P1OUUA19"	"Foci of African swine fever remain active in the Yaroslavl, Danilovsky and Pereslavl districts"	"https://www.kommersant.ru/doc/5249153"	"EN"	"RU"	"2022-03-06 13:24:21"	"2022-03-05 10:15:23+00:00"	"3c516d61a1"	"www.kommersant.ru"					1.646475323E9	"relevant"
22885.0	"0AAIAQ1L3L"	"Information regarding proven case of bird flu"	"https://www.karlsoy.kommune.no/informasjon-angaaende-paavist-tilfelle-av-fugleinfluensa.6509175-411709.html"	"EN"	"NO"	"2022-03-06 13:36:49"	"2022-02-18 07:00:00+00:00"	"e299e7453e1f"	"www.karlsoy.kommune.no"					1.6451676E9	"relevant"
22886.0	"WHBXFM74TS"	"Immunization of 198,000 cattle against the streptococcal skin of cows and sheep's chickenpox in the West"	"https://www.dostor.org/3734281"	"EN"	"AR"	"2022-03-06 13:43:06"	"2022-03-06 08:42:00+00:00"	"14d714a4c43c"	"www.dostor.org"					1.64655612E9	"relevant"
22887.0	"ZWZ3GBPWGY"	"Japanese Encephalitis Virus Outbreak Declared in Australia"	"https://www.precisionvaccinations.com/2022/03/06/japanese-encephalitis-virus-outbreak-declared-australia"	"EN"	""	"2022-03-06 18:04:10"	"2022-03-06 10:11:15+00:00"	"f15905267c94"	"www.precisionvaccinations.com"					1.646561475E9	"relevant"
22888.0	"DM6XYMMHE1"	"15,161 community cases; 618 in hospital; 10 in ICU; 1 death"	"https://www.health.govt.nz/news-media/news-items/15161-community-cases-618-hospital-10-icu-1-death"	"EN"	""	"2022-03-06 18:04:10"	"2022-03-05 23:10:09+00:00"	"f15905267c94"	"www.health.govt.nz"					1.646521809E9	"relevant"
22889.0	"SGN7WP6C0E"	"Very Late Recurrence in Breast Cancer: Is Breast Cancer a Chronic Disease?"	"https://www.cureus.com/articles/82333-very-late-recurrence-in-breast-cancer-is-breast-cancer-a-chronic-disease"	"EN"	""	"2022-03-06 18:04:10"	"2022-03-03 13:13:46+00:00"	"f15905267c94"	"www.cureus.com"					1.646313226E9	"relevant"
22890.0	"Z2MY23L689"	"Confirmed cases across China exceed 100, strict dynamic zero-COVID approach 'still necessary'"	"https://www.globaltimes.cn/page/202203/1254105.shtml"	"EN"	""	"2022-03-06 20:05:21"	"2022-03-06 10:04:00+00:00"	"dae1070319ca"	"www.globaltimes.cn"					1.64656104E9	"relevant"
22891.0	"ATE46132JH"	"‘Last-resort’ antibiotics used widely to treat Swiss chickens"	"https://www.swissinfo.ch/eng/-last-resort--antibiotics-used-widely-to-treat-swiss-chickens/47407674"	"EN"	""	"2022-03-06 20:11:50"	"2022-03-06 16:37:00+00:00"	"85bf25689567"	"www.swissinfo.ch"					1.64658462E9	"relevant"
22892.0	"2CGQK61OAZ"	"New Strain Of 'Super Gonorrhoea' Identified In The UK"	"https://www.unilad.co.uk/news/new-strain-of-super-gonorrhoea-identified-in-the-uk-20220306"	"EN"	""	"2022-03-06 20:11:50"	"2022-03-06 03:33:00+00:00"	"85bf25689567"	"www.unilad.co.uk"					1.64653758E9	"relevant"
22893.0	"8QPJBLWQ7O"	"Bird flu spreads in the southwest"	"https://www.stern.de/gesellschaft/regional/vogelgrippe-breitet-sich-im-suedwesten-aus-31652578.html"	"EN"	"DE"	"2022-03-06 20:36:02"	"2022-02-23 07:00:00+00:00"	"e268934f0d64"	"www.stern.de"					1.6455996E9	"relevant"
22894.0	"9BIY6OT51R"	"Newcastle disease: measures are lifted"	"https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2022/02/newcastle-krankheit-die-massnahmen-werden-aufgehoben.html"	"EN"	"DE"	"2022-03-06 20:36:02"	"2022-02-14 07:00:00+00:00"	"e268934f0d64"	"www.zh.ch"					1.644822E9	"relevant"
22895.0	"JBU9SIAIXA"	"In the Dählhölzli Zoo - Bird flu also detected in dead pelican"	"https://www.bernerzeitung.ch/vogelgrippe-auch-bei-totem-pelikan-nachgewiesen-288901363475"	"EN"	"DE"	"2022-03-06 20:43:30"	"2022-02-25 10:12:18+00:00"	"6c44e4740cef"	"www.bernerzeitung.ch"					1.645783938E9	"relevant"
22896.0	"TW28N3Q36Y"	"Purdue prof gets $1M for rapid test for African swine fever"	"https://omaha.com/lifestyles/health-med-fit/purdue-prof-gets-1m-for-rapid-test-for-african-swine-fever/article_97097092-9fc1-5720-a5c8-ec55ee6f99ce.html"	"EN"	""	"2022-03-06 21:04:35"	"2022-03-06 13:36:56+00:00"	"375d7e138b"	"omaha.com"					1.646573816E9	"relevant"
22897.0	"7AOWPQ6POC"	"Bird flu detected among mixed species flock in South Dakota"	"https://www.ourmidland.com/news/article/Bird-flu-detected-among-mixed-species-flock-in-16981272.php"	"EN"	""	"2022-03-06 21:18:44"	"2022-03-06 17:49:12+00:00"	"8915bc5fe349"	"www.ourmidland.com"					1.646588952E9	"relevant"
22898.0	"KRRIWTWYYE"	"Bird flu restrictions put in place to prevent spread on Jersey"	"https://www.bbc.com/news/world-europe-jersey-60640861"	"EN"	""	"2022-03-06 21:18:44"	"2022-03-06 17:18:01+00:00"	"8915bc5fe349"	"www.bbc.com"					1.646587081E9	"relevant"
22899.0	"D2SM5LFPEU"	"Thailand issues warning to poultry farmers amid global bird flu spike"	"https://www.pattayamail.com/thailandnews/thailand-issues-warning-to-poultry-farmers-amid-global-bird-flu-spike-391443"	"EN"	""	"2022-03-06 21:18:44"	"2022-03-06 11:00:13+00:00"	"8915bc5fe349"	"www.pattayamail.com"					1.646564413E9	"relevant"
22900.0	"T1HNQGIRQF"	"Ask Maine Audubon: Tips for limiting the chances of avian flu in your backyard"	"https://www.centralmaine.com/2022/03/06/ask-maine-audubon-tips-for-limiting-the-chances-of-avian-flu-in-your-backyard/"	"EN"	""	"2022-03-06 21:18:44"	"2022-03-06 08:00:00+00:00"	"8915bc5fe349"	"www.centralmaine.com"					1.6465536E9	"relevant"
22901.0	"IC6PSXAR9M"	"P.E.I. confirms first case of avian flu in bald eagle"	"https://atlantic.ctvnews.ca/prince-edward-island-confirms-first-case-of-avian-flu-in-bald-eagle-on-north-shore-1.5802377"	"EN"	""	"2022-03-06 21:18:44"	"2022-03-02 14:46:00+00:00"	"8915bc5fe349"	"atlantic.ctvnews.ca"					1.64623236E9	"relevant"
22902.0	"3JBVJSPUIH"	"Detroit Zoo moves birds inside due to Avian Influenza concerns"	"https://keyt.com/news/2022/02/27/detroit-zoo-moves-birds-inside-due-to-avian-influenza-concerns/"	"EN"	""	"2022-03-06 21:18:44"	"2022-02-27 16:02:16+00:00"	"8915bc5fe349"	"keyt.com"					1.645977736E9	"relevant"
22903.0	"HHR7XMY66V"	"Economica.net - In 2021, african swine fever costs increased by 50% compared to 2020. Damages of 283.5 million lei. A quarter of the amount went to Premium Porc - Economica.net"	"https://www.economica.net/costuri-pesta-porcina-aficana-2021_565779.html"	"EN"	"RO"	"2022-03-06 21:28:44"	"2022-03-06 18:45:21+00:00"	"6395c1dd60"	"www.economica.net"					1.646592321E9	"relevant"
22904.0	"SSGF4NYOX7"	"Swine fever, detected in Riscani district"	"https://www.publika.md/pesta-porcina-depistata-in-raionul-riscani-_3120024.html"	"EN"	"RO"	"2022-03-06 21:28:44"	"2022-02-03 07:00:00+00:00"	"6395c1dd60"	"www.publika.md"					1.6438716E9	"relevant"
22905.0	"TQV8OVRGUO"	"30 outbreaks of active swine fever in Olt County"	"https://editie.ro/index.php/actualitate/90-oltenia/oltenia-olt/12471-30-de-focare-de-pesta-porcina-active-in-judetul-olt"	"EN"	"RO"	"2022-03-06 21:28:44"	"2021-11-25 07:00:00+00:00"	"6395c1dd60"	"editie.ro"					1.6378236E9	"relevant"
22906.0	"8VFKWBFX3C"	"12 cattle destroyed over foot and mouth"	"https://www.herald.co.zw/12-cattle-destroyed-over-foot-and-mouth/"	"EN"	""	"2022-03-07 12:07:21"	"2022-03-06 22:23:27+00:00"	"e0196a995a"	"www.herald.co.zw"					1.646605407E9	"relevant"
22907.0	"XY79BBD9VY"	"Hong Kong suspends imports of poultry meat and poultry products from Italy, South Korea and parts of Poland| Hong Kong | Italy| Poland_Sina News"	"https://news.sina.com.cn/c/2022-03-07/doc-imcwiwss4707963.shtml"	"EN"	"ZH-CN"	"2022-03-07 18:00:01"	"2022-03-07 10:57:53+00:00"	"6f2d1c133e18"	"news.sina.com.cn"					1.646650673E9	"relevant"
22908.0	"CA5IN8DD83"	"Italy, Poland and South Korea exploded highly pathogenic avian influenza Port suspended the import of poultry products"	"https://hk.on.cc/hk/bkn/cnt/news/20220307/bkn-20220307162336322-0307_00822_001.html"	"EN"	"KO"	"2022-03-07 18:00:01"	"2022-03-07 07:33:30+00:00"	"6f2d1c133e18"	"hk.on.cc"					1.64663841E9	"relevant"
22909.0	"0QAS56SG98"	"42 cases of dengue reported in Delhi till March 5: Civic body"	"https://www.republicworld.com/india-news/city-news/42-cases-of-dengue-reported-in-delhi-till-march-5-civic-body.html"	"EN"	""	"2022-03-07 18:11:17"	"2022-03-07 11:17:09+00:00"	"60b0d73abcf9"	"www.republicworld.com"					1.646651829E9	"relevant"
22910.0	"TJAC9VGFVP"	"Philippines, Thailand step up biosecurity against HPAI"	"https://www.wattagnet.com/articles/44648-philippines-thailand-step-up-biosecurity-against-hpai"	"EN"	""	"2022-03-07 18:42:15"	"2022-03-07 13:52:50+00:00"	"10c8057870"	"www.wattagnet.com"					1.64666117E9	"relevant"
22911.0	"SVBC5RQ4SA"	"Biosecurity alert: Avian Influenza virus detected"	"https://www.lewistownsentinel.com/news/agriculture/2022/03/biosecurity-alert-avian-influenza-virus-detected/"	"EN"	""	"2022-03-07 18:42:15"	"2022-03-07 05:59:54+00:00"	"10c8057870"	"www.lewistownsentinel.com"					1.646632794E9	"relevant"
22912.0	"UG3I4AR9XY"	"KDA Advises Poultry Owners to Watch for Avian Influenza"	"https://www.krsl.com/local/kda-advises-poultry-owners-watch-avian-influenza"	"EN"	""	"2022-03-07 18:42:15"	"2022-03-06 20:45:00+00:00"	"10c8057870"	"www.krsl.com"					1.6465995E9	"relevant"
22913.0	"Y4ZVABLJR7"	"GHC20m compensation for poultry farmers affected by bird flu ready - DrAkoto"	"https://www.businessghana.com/site/news/General/257991/GHC20m-compensation-for-poultry-farmers-affected-by-bird-flu-ready-%25E2%2580%2593-DrAkoto"	"EN"	""	"2022-03-07 18:42:15"	"2022-03-06 00:43:44+00:00"	"10c8057870"	"www.businessghana.com"					1.646527424E9	"relevant"
22914.0	"TVZ8VT19NJ"	"Highly Pathogenic Avian Influenza Detected in Migratory Water Birds"	"https://www.holyoke.org/highly-pathogenic-avian-influenza-detected-in-migratory-water-birds/"	"EN"	""	"2022-03-07 18:42:15"	"2022-03-04 19:14:16+00:00"	"10c8057870"	"www.holyoke.org"					1.646421256E9	"relevant"
22915.0	"7PRUV0FEND"	"Michigan avian flu outbreak triggers warnings, Canadian action"	"https://windsorstar.com/news/local-news/michigan-avian-flu-outbreak-triggers-warnings-canadian-action"	"EN"	""	"2022-03-07 18:42:15"	"2022-03-02 23:28:15+00:00"	"10c8057870"	"windsorstar.com"					1.646263695E9	"relevant"
22916.0	"F15ILEYWIS"	"17,522 new Covid-19 community cases in NZ on Monday"	"https://www.1news.co.nz/2022/03/07/17522-new-covid-19-community-cases-in-nz-on-monday/"	"EN"	""	"2022-03-07 19:50:17"	"2022-03-07 17:01:16+00:00"	"f15905267c94"	"www.1news.co.nz"					1.646672476E9	"relevant"
22917.0	"P6DDMKNG9D"	"Four more wild boars were diagnosed with African swine fever last week"	"https://www.tvnet.lv/7470511/vel-cetram-mezacukam-pagajusaja-nedela-konstatets-afrikas-cuku-meris"	"EN"	"LV"	"2022-03-07 20:38:00"	"2022-03-07 05:22:00+00:00"	"0bb6e38696"	"www.tvnet.lv"					1.64663052E9	"relevant"
22918.0	"U8E6E09BRU"	"Rise in suspected Japanese encephalitis cases"	"https://www.sheepcentral.com/rise-in-suspected-japanese-encephalitis-cases/"	"EN"	""	"2022-03-07 20:44:28"	"2022-03-07 06:02:32+00:00"	"95c728a7b8"	"www.sheepcentral.com"					1.646632952E9	"relevant"
22919.0	"60ES3CJJWE"	"EMIRATES UNIVERSITY LAUNCHES WORKSHOPS TO RAISE THE LEVEL OF INFECTIOUS DISEASE CONTROL AND ANIMAL PRODUCTION SAFETY"	"https://www.alwatanvoice.com/arabic/news/2022/03/06/1463570.html"	"EN"	"AR"	"2022-03-07 21:28:28"	"2022-03-06 16:59:40+00:00"	"14d714a4c43c"	"www.alwatanvoice.com"					1.64658598E9	"relevant"
22920.0	"5Z0DO7FLU1"	"Warning after confirmed cases of bird flu in Nottinghamshire"	"https://www.worksopguardian.co.uk/news/people/warning-after-confirmed-cases-of-bird-flu-in-nottinghamshire-3599739"	"EN"	""	"2022-03-07 21:50:27"	"2022-03-07 10:06:00+00:00"	"ece86a9f0a"	"www.worksopguardian.co.uk"					1.64664756E9	"relevant"
22921.0	"HFH3FN7ZC5"	"African swine fever, 351 controls so far in Piedmont and Liguria"	"https://www.laguida.it/2022/03/07/peste-suina-africana-351-controlli-finora-in-piemonte-e-liguria/"	"EN"	"IT"	"2022-03-08 00:06:22"	"2022-03-07 15:56:36+00:00"	"f6bd8c98cc"	"www.laguida.it"					1.646668596E9	"relevant"
22922.0	"PS5ZU0M4Q6"	"African Swine Fever: LAV in Hearing at the Senate Agriculture and Health Committees"	"https://www.lav.it/news/peste-suina-audizione-senato"	"EN"	"IT"	"2022-03-08 00:06:22"	"2022-03-07 14:23:44+00:00"	"f6bd8c98cc"	"www.lav.it"					1.646663024E9	"relevant"
22923.0	"3VQQGBDVEB"	"Swine fever alarm, new cases along the Orba. The mayors: \"Act now"	"https://www.ilsecoloxix.it/savona/2022/03/07/news/allarme-peste-suina-nuovi-casi-lungo-l-orba-i-sindaci-agire-subito-1.41281483"	"EN"	"IT"	"2022-03-08 00:06:22"	"2022-03-07 08:44:45+00:00"	"f6bd8c98cc"	"www.ilsecoloxix.it"					1.646642685E9	"relevant"
22924.0	"ECFHHWWTMA"	"African Swine Fever. La Pietra (FdI): FdI asks for Carabinieri Forestali task force for eradication"	"https://www.lavocedelpatriota.it/peste-suina-africana-la-pietra-fdi-fdi-chiede-task-force-carabinieri-forestali-per-eradicazione/"	"EN"	"IT"	"2022-03-08 00:06:22"	"2022-03-07 08:15:51+00:00"	"f6bd8c98cc"	"www.lavocedelpatriota.it"					1.646640951E9	"relevant"
22925.0	"R9CNRYQRFE"	"man as a cause"	"https://www.liberopensiero.eu/06/03/2022/ambiente/influenza-aviaria-e-peste-suina-africana/"	"EN"	"IT"	"2022-03-08 00:06:22"	"2022-03-06 11:00:00+00:00"	"f6bd8c98cc"	"www.liberopensiero.eu"					1.6465644E9	"relevant"
22926.0	"POWBS1PRZI"	"In Scaër, a meeting to prevent African swine fever"	"https://www.letelegramme.fr/finistere/scaer/a-scaer-une-reunion-de-prevention-contre-la-peste-porcine-africaine-07-03-2022-12934212.php"	"EN"	"FR"	"2022-03-08 00:22:27"	"2022-03-07 05:30:00+00:00"	"0395390f17f7"	"www.letelegramme.fr"					1.646631E9	"relevant"
22927.0	"AZIFF8X8VP"	"Japanese encephalitis outbreak a reminder we can't keep all pests and diseases out"	"https://www.farmonline.com.au/story/7647361/disease-outbreak-a-reminder-we-cant-keep-everything-out/"	"EN"	""	"2022-03-08 00:50:40"	"2022-03-07 22:30:00+00:00"	"3c4acf1de1"	"www.farmonline.com.au"					1.6466922E9	"relevant"
22928.0	"MVSP2QKCC8"	"Russia Accuses Lugar Center of Pig Disease Spread, Again"	"https://civil.ge/archives/477938"	"EN"	""	"2022-03-08 00:50:40"	"2022-03-07 20:32:35+00:00"	"3c4acf1de1"	"civil.ge"					1.646685155E9	"relevant"
22929.0	"P7ZTRE0V4K"	"Purdue prof gets $1M for rapid test for African swine fever"	"https://www.wfyi.org/news/articles/purdue-prof-gets-1m-for-rapid-test-for-african-swine-fever"	"EN"	""	"2022-03-08 00:50:40"	"2022-03-07 17:18:12+00:00"	"3c4acf1de1"	"www.wfyi.org"					1.646673492E9	"relevant"
22930.0	"0QVYZ977QM"	"African swine fever, classical swine fever dashboard now available"	"https://www.nationalhogfarmer.com/news/african-swine-fever-classical-swine-fever-dashboard-now-available"	"EN"	""	"2022-03-08 00:50:40"	"2022-03-07 12:46:15+00:00"	"3c4acf1de1"	"www.nationalhogfarmer.com"					1.646657175E9	"relevant"
22931.0	"ZLGZ6S1LIX"	"DEM Warns 'Deadly' Avian Flu Strain Headed to R.I."	"https://ecori.org/dem-warns-deadly-avian-flu-strain-headed-to-r-i/"	"EN"	""	"2022-03-08 01:22:23"	"2022-03-07 16:37:30+00:00"	"8915bc5fe349"	"ecori.org"					1.64667105E9	"relevant"
22932.0	"Y7T4WEBY0Y"	"Nationwide safety measures against avian influenza"	"https://www.agrarzeitung.de/nachrichten/wirtschaft/gefluegelpest-da-98673"	"EN"	"DE"	"2022-03-08 01:27:14"	"2021-12-07 07:00:00+00:00"	"b5f360afe9d3"	"www.agrarzeitung.de"					1.6388604E9	"relevant"
22933.0	"FRXVDISP14"	"Bird flu confirmed in northwest Iowa commercial turkey flock"	"https://www.kob.com/business-news/bird-flu-confirmed-in-northwest-iowa-commercial-turkey-flock/6412846/?cat%3D605"	"EN"	""	"2022-03-08 01:33:00"	"2022-03-07 20:03:34+00:00"	"ae68d3d05a"	"www.kob.com"					1.646683414E9	"relevant"
22934.0	"P12N6SR8RA"	"SF Animal Control Warns of Possible Outbreak of Canine Distemper"	"https://sfist.com/2022/03/07/sf-animal-control-warns-of-possible-outbreak-of-canine-distemper/"	"EN"	""	"2022-03-08 01:33:00"	"2022-03-07 17:28:05+00:00"	"ae68d3d05a"	"sfist.com"					1.646674085E9	"relevant"
22935.0	"50JZ23H7OA"	"Bremerhaven: Case of bird flu in the zoo by the sea"	"https://www.weser-kurier.de/deutschland-welt/bremerhaven-fall-von-vogelgrippe-im-zoo-am-meer-doc7k0rkw5jstv1jhoi1acz"	"EN"	"DE"	"2022-03-08 01:48:12"	"2022-03-07 15:51:20+00:00"	"e268934f0d64"	"www.weser-kurier.de"					1.64666828E9	"relevant"
22936.0	"V64WZLXBTK"	"Karlsruhe Zoo open to visitors again after bird flu"	"https://www.swr.de/swraktuell/baden-wuerttemberg/karlsruhe/zoo-karlsruhe-nach-vogelgrippe-wieder-offen-100.html"	"EN"	"DE"	"2022-03-08 01:48:12"	"2022-03-07 14:02:00+00:00"	"e268934f0d64"	"www.swr.de"					1.64666172E9	"relevant"
22937.0	"8MDE8OPKL5"	"A stork with bird flu is found dead in the Aiguamolls de l'Empordà"	"https://elpais.com/espana/catalunya/2022-02-02/hallan-muerta-una-ciguena-con-gripe-aviaria-en-los-aiguamolls-de-lemporda.html"	"EN"	"ES"	"2022-03-08 01:51:52"	"2022-02-02 07:00:00+00:00"	"bae96f045bc5"	"elpais.com"					1.6437852E9	"relevant"
22938.0	"74GEIP1XI2"	"In Italy, 18 million birds are slaughtered for bird flu"	"https://www.milenio.com/internacional/en-italia-sacrifican-18-millones-de-aves-por-gripe-aviar"	"EN"	"ES"	"2022-03-08 01:51:52"	"2022-01-24 07:00:00+00:00"	"bae96f045bc5"	"www.milenio.com"					1.6430076E9	"relevant"
22939.0	"2Z4OUV757S"	"Omicron variant’s unusual mutations could mean it spread from an animal, scientists suggest"	"https://www.bostonherald.com/2021/12/05/omicron-variants-unusual-mutations-could-mean-it-spread-from-an-animal-scientists-suggest/"	"EN"	""	"2022-03-08 03:07:08"	"2021-12-05 07:00:00+00:00"	"c2fb5e8995"	"www.bostonherald.com"					1.6386876E9	"relevant"
22940.0	"XNJJGT4NEH"	"Pest test line at DSV Arges"	"https://curier.ro/2022/03/07/linie-de-testare-pentru-pesta-la-dsv-arges/"	"EN"	"RO"	"2022-03-08 03:14:03"	"2022-03-06 21:01:00+00:00"	"6395c1dd60"	"curier.ro"					1.64660046E9	"relevant"
22941.0	"XMK2H14EB7"	"NIK control in Lubuskie: despite efforts, ASF continues to spread"	"https://www.topagrar.pl/articles/afrykanski-pomor-swin-asf/kontrola-nik-w-lubuskim-mimo-wysilkow-asf-nadal-sie-rozprzestrzenia/"	"EN"	"PL"	"2022-03-08 03:28:29"	"2022-03-07 11:08:08+00:00"	"5004fc5c26"	"www.topagrar.pl"					1.646651288E9	"relevant"
22942.0	"GIBMN745VA"	"Gers: a new case of avian influenza confirmed in Bars"	"https://www.ladepeche.fr/2022/03/07/gers-un-nouveau-cas-de-grippe-aviaire-confirme-a-bars-10154646.php"	"EN"	"FR"	"2022-03-08 03:31:23"	"2022-03-07 17:46:00+00:00"	"63b50225672c"	"www.ladepeche.fr"					1.64667516E9	"relevant"
22943.0	"ZA4EUN7EEC"	"Chicken the Gallic: A breeder denounces!"	"https://www.abcbourse.com/forums/msg914969_poulet-le-gaulois-un-eleveur-denonce-"	"EN"	"FR"	"2022-03-08 03:31:23"	"2022-03-07 07:16:53+00:00"	"63b50225672c"	"www.abcbourse.com"					1.646637413E9	"relevant"
22944.0	"LM03JUSMIV"	"Avian influenza spreads in the Pays de la Loire"	"https://www.lefigaro.fr/conjoncture/la-grippe-aviaire-s-etend-dans-les-pays-de-la-loire-20220307"	"EN"	"FR"	"2022-03-08 03:31:23"	"2022-03-07 04:42:41+00:00"	"63b50225672c"	"www.lefigaro.fr"					1.646628161E9	"relevant"
22945.0	"WB47XH4SAB"	"The Farmers' Confederation judges the avian flu crisis"	"https://www.midilibre.fr/2022/03/07/la-confederation-paysanne-juge-la-crise-de-la-grippe-aviaire-10153065.php"	"EN"	"FR"	"2022-03-08 03:31:23"	"2022-03-07 03:06:00+00:00"	"63b50225672c"	"www.midilibre.fr"					1.64662236E9	"relevant"
22946.0	"CSEHYF3G2N"	"Negros Occidental returns meat shipment to Aklan, Iloilo ports"	"https://newsinfo.inquirer.net/1564753/negros-occidental-returns-meat-shipment-to-aklan-iloilo-ports"	"EN"	""	"2022-03-08 03:47:23"	"2022-03-07 19:30:00+00:00"	"375d7e138b"	"newsinfo.inquirer.net"					1.6466814E9	"relevant"
