date,state,facility_type,drug_name,therapeutic_class,units_sold,unit_price_usd,revenue_usd,stockout_flag,injected_event_tags
2025-03-07,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,5,0.23,1.15,0,friday_short_day|dated_supply_outbreak_response|flu_2024_25
2025-03-07,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,3,0.22,0.66,0,friday_short_day|dated_supply_outbreak_response|flu_2024_25
2025-03-07,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,3,0.18,0.54,0,friday_short_day|dated_supply_outbreak_response|flu_2024_25
2025-03-07,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.38,0.0,0,friday_short_day|dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-07,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,10.88,0.0,0,friday_short_day|dated_supply_outbreak_response|covid_waves
2025-03-07,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,3,0.14,0.42,0,friday_short_day|dated_supply_outbreak_response|flu_2024_25
2025-03-07,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,16,0.04,0.64,0,friday_short_day|dated_supply_outbreak_response|flu_2024_25
2025-03-07,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,15,0.04,0.6,0,friday_short_day|dated_supply_outbreak_response|flu_2024_25
2025-03-07,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,6,0.1,0.6,0,friday_short_day|dated_supply_outbreak_response|flu_2024_25
2025-03-07,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,9,0.12,1.08,0,friday_short_day
2025-03-07,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,2,0.13,0.26,0,friday_short_day
2025-03-07,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,8,0.08,0.64,0,friday_short_day
2025-03-07,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,2,3.82,7.64,0,friday_short_day|diabetes_demand_growth
2025-03-07,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,19.57,0.0,0,friday_short_day|diabetes_demand_growth
2025-03-07,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,22.45,0.0,0,friday_short_day|naloxone_otc_switch|OTC_competition_discount
2025-03-08,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,0,0.1,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,0,0.09,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,0,0.11,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,1,0.09,0.09,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,0,0.11,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,0,0.11,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,0,0.1,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,1,0.11,0.11,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,0,0.11,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,1,0.13,0.13,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,1,0.13,0.13,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-08,Arkansas,local government clinic,Fluticasone nasal spray,allergy,0,0.14,0.0,0,weekend_closed|spring_allergy
2025-03-08,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,3,0.11,0.33,0,weekend_closed|spring_allergy
2025-03-08,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,1,0.17,0.17,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-08,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,1,0.27,0.27,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-08,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,0,0.24,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-08,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,1,0.22,0.22,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-08,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,0,0.18,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-08,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.37,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-08,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,11.12,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2025-03-08,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,0,0.14,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-08,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,0,0.04,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-08,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,2,0.04,0.08,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-08,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,0,0.1,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-08,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,0,0.12,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,0,0.13,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,0,0.08,0.0,0,weekend_closed
2025-03-08,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.76,0.0,0,weekend_closed|diabetes_demand_growth
2025-03-08,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,19.53,0.0,0,weekend_closed|diabetes_demand_growth
2025-03-08,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,21.7,0.0,0,weekend_closed|naloxone_otc_switch|OTC_competition_discount
2025-03-09,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,0,0.1,0.0,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,0,0.09,0.0,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,1,0.11,0.11,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,2,0.09,0.18,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,1,0.11,0.11,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,1,0.11,0.11,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,1,0.1,0.1,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,0,0.11,0.0,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,1,0.12,0.12,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,0,0.13,0.0,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,0,0.13,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-09,Arkansas,local government clinic,Fluticasone nasal spray,allergy,0,0.14,0.0,0,weekend_closed|spring_allergy
2025-03-09,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,0,0.12,0.0,0,weekend_closed|spring_allergy
2025-03-09,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,0,0.17,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-09,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,0,0.27,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-09,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,0,0.23,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-09,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,0,0.22,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-09,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,0,0.18,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-09,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.37,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-09,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,10.91,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2025-03-09,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,1,0.14,0.14,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-09,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,0,0.04,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-09,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,2,0.04,0.08,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-09,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,0,0.1,0.0,0,weekend_closed|dated_supply_outbreak_response|flu_2024_25
2025-03-09,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,0,0.12,0.0,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,0,0.13,0.0,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,1,0.08,0.08,0,weekend_closed
2025-03-09,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.81,0.0,0,weekend_closed|diabetes_demand_growth
2025-03-09,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,19.14,0.0,0,weekend_closed|diabetes_demand_growth
2025-03-09,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,21.49,0.0,0,weekend_closed|naloxone_otc_switch|OTC_competition_discount
2025-03-10,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,16,0.09,1.44,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,9,0.09,0.81,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,10,0.11,1.1,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,9,0.08,0.72,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,4,0.11,0.44,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,5,0.11,0.55,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,5,0.1,0.5,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,10,0.11,1.1,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,9,0.12,1.08,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,4,0.13,0.52,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,7,0.13,0.91,1,monday_catchup|dated_supply_outbreak_response|flu_2024_25|covid_waves|clinic_inventory_cap
2025-03-10,Arkansas,local government clinic,Fluticasone nasal spray,allergy,13,0.14,1.82,0,monday_catchup|spring_allergy
2025-03-10,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,9,0.12,1.08,0,monday_catchup|spring_allergy
2025-03-10,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,10,0.17,1.7,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25
2025-03-10,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,5,0.27,1.35,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25
2025-03-10,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,7,0.23,1.61,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25
2025-03-10,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,4,0.22,0.88,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25
2025-03-10,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,3,0.18,0.54,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25
2025-03-10,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,1,0.36,0.36,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-10,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,1,10.5,10.5,0,monday_catchup|dated_supply_outbreak_response|covid_waves
2025-03-10,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,2,0.14,0.28,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25
2025-03-10,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,20,0.04,0.8,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25
2025-03-10,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,14,0.04,0.56,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25
2025-03-10,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,8,0.1,0.8,0,monday_catchup|dated_supply_outbreak_response|flu_2024_25
2025-03-10,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,4,0.12,0.48,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,6,0.13,0.78,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,8,0.08,0.64,0,monday_catchup
2025-03-10,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,2,3.84,7.68,0,monday_catchup|diabetes_demand_growth
2025-03-10,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,19.73,0.0,0,monday_catchup|diabetes_demand_growth
2025-03-10,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,21.77,0.0,0,monday_catchup|naloxone_otc_switch|OTC_competition_discount
2025-03-11,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,9,0.1,0.9,0,
2025-03-11,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,9,0.09,0.81,0,
2025-03-11,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,7,0.11,0.77,0,
2025-03-11,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,18,0.09,1.62,0,
2025-03-11,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,4,0.11,0.44,0,
2025-03-11,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,7,0.11,0.77,0,
2025-03-11,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,6,0.1,0.6,0,
2025-03-11,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,2,0.11,0.22,0,
2025-03-11,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,15,0.12,1.8,0,
2025-03-11,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,8,0.13,1.04,0,
2025-03-11,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,7,0.13,0.91,0,dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-11,Arkansas,local government clinic,Fluticasone nasal spray,allergy,1,0.14,0.14,0,spring_allergy
2025-03-11,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,6,0.12,0.72,0,spring_allergy
2025-03-11,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,7,0.17,1.19,0,dated_supply_outbreak_response|flu_2024_25
2025-03-11,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,4,0.27,1.08,0,dated_supply_outbreak_response|flu_2024_25
2025-03-11,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,6,0.24,1.44,0,dated_supply_outbreak_response|flu_2024_25
2025-03-11,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,2,0.22,0.44,0,dated_supply_outbreak_response|flu_2024_25
2025-03-11,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,4,0.18,0.72,0,dated_supply_outbreak_response|flu_2024_25
2025-03-11,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.37,0.0,0,dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-11,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,10.81,0.0,0,dated_supply_outbreak_response|covid_waves
2025-03-11,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,2,0.14,0.28,0,dated_supply_outbreak_response|flu_2024_25
2025-03-11,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,14,0.04,0.56,1,dated_supply_outbreak_response|flu_2024_25|clinic_inventory_cap
2025-03-11,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,20,0.04,0.8,0,dated_supply_outbreak_response|flu_2024_25
2025-03-11,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,2,0.09,0.18,0,dated_supply_outbreak_response|flu_2024_25
2025-03-11,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,3,0.12,0.36,0,
2025-03-11,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,7,0.13,0.91,0,
2025-03-11,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,7,0.08,0.56,0,
2025-03-11,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,1,3.82,3.82,0,diabetes_demand_growth
2025-03-11,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,19.37,0.0,0,diabetes_demand_growth
2025-03-11,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,21.46,0.0,0,naloxone_otc_switch|OTC_competition_discount
2025-03-12,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,9,0.1,0.9,0,
2025-03-12,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,7,0.09,0.63,0,
2025-03-12,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,6,0.11,0.66,0,
2025-03-12,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,7,0.08,0.56,0,
2025-03-12,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,3,0.11,0.33,0,
2025-03-12,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,6,0.11,0.66,0,
2025-03-12,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,3,0.1,0.3,0,
2025-03-12,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,6,0.11,0.66,0,
2025-03-12,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,7,0.12,0.84,0,
2025-03-12,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,4,0.13,0.52,0,
2025-03-12,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,7,0.13,0.91,0,dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-12,Arkansas,local government clinic,Fluticasone nasal spray,allergy,10,0.14,1.4,0,spring_allergy
2025-03-12,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,8,0.12,0.96,0,spring_allergy
2025-03-12,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,15,0.17,2.55,0,dated_supply_outbreak_response|flu_2024_25
2025-03-12,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,1,0.26,0.26,0,dated_supply_outbreak_response|flu_2024_25
2025-03-12,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,2,0.24,0.48,0,dated_supply_outbreak_response|flu_2024_25
2025-03-12,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,5,0.22,1.1,0,dated_supply_outbreak_response|flu_2024_25
2025-03-12,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,6,0.18,1.08,0,dated_supply_outbreak_response|flu_2024_25
2025-03-12,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,1,0.37,0.37,0,dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-12,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,1,10.48,10.48,0,dated_supply_outbreak_response|covid_waves
2025-03-12,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,5,0.14,0.7,0,dated_supply_outbreak_response|flu_2024_25
2025-03-12,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,12,0.04,0.48,0,dated_supply_outbreak_response|flu_2024_25
2025-03-12,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,15,0.04,0.6,0,dated_supply_outbreak_response|flu_2024_25
2025-03-12,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,2,0.09,0.18,0,dated_supply_outbreak_response|flu_2024_25
2025-03-12,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,3,0.12,0.36,0,
2025-03-12,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,7,0.13,0.91,0,
2025-03-12,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,2,0.08,0.16,0,
2025-03-12,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.79,0.0,0,diabetes_demand_growth
2025-03-12,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,19.38,0.0,0,diabetes_demand_growth
2025-03-12,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,1,21.93,21.93,0,naloxone_otc_switch|OTC_competition_discount
2025-03-13,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,8,0.1,0.8,0,
2025-03-13,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,8,0.09,0.72,0,
2025-03-13,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,4,0.11,0.44,0,
2025-03-13,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,10,0.09,0.9,0,
2025-03-13,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,4,0.11,0.44,0,
2025-03-13,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,7,0.11,0.77,0,
2025-03-13,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,5,0.1,0.5,0,
2025-03-13,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,2,0.11,0.22,0,
2025-03-13,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,7,0.12,0.84,0,
2025-03-13,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,3,0.13,0.39,0,
2025-03-13,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,5,0.13,0.65,0,dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-13,Arkansas,local government clinic,Fluticasone nasal spray,allergy,8,0.14,1.12,0,spring_allergy
2025-03-13,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,9,0.12,1.08,0,spring_allergy
2025-03-13,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,11,0.17,1.87,0,dated_supply_outbreak_response|flu_2024_25
2025-03-13,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,2,0.26,0.52,0,dated_supply_outbreak_response|flu_2024_25
2025-03-13,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,3,0.23,0.69,0,dated_supply_outbreak_response|flu_2024_25
2025-03-13,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,1,0.22,0.22,0,dated_supply_outbreak_response|flu_2024_25
2025-03-13,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,6,0.18,1.08,0,dated_supply_outbreak_response|flu_2024_25
2025-03-13,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.38,0.0,0,dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-13,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,2,10.63,21.26,0,dated_supply_outbreak_response|covid_waves
2025-03-13,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,2,0.14,0.28,0,dated_supply_outbreak_response|flu_2024_25
2025-03-13,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,13,0.04,0.52,0,dated_supply_outbreak_response|flu_2024_25
2025-03-13,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,12,0.04,0.48,0,dated_supply_outbreak_response|flu_2024_25
2025-03-13,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,2,0.1,0.2,0,dated_supply_outbreak_response|flu_2024_25
2025-03-13,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,7,0.12,0.84,0,
2025-03-13,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,6,0.13,0.78,0,
2025-03-13,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,4,0.08,0.32,0,
2025-03-13,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.9,0.0,0,diabetes_demand_growth
2025-03-13,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,1,19.35,19.35,0,diabetes_demand_growth
2025-03-13,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,1,22.38,22.38,0,naloxone_otc_switch|OTC_competition_discount
2025-03-14,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,6,0.1,0.6,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,5,0.09,0.45,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,3,0.11,0.33,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,8,0.08,0.64,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,4,0.1,0.4,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,11,0.11,1.21,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,4,0.09,0.36,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,3,0.11,0.33,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,6,0.12,0.72,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,5,0.13,0.65,0,friday_short_day
2025-03-14,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,5,0.13,0.65,0,friday_short_day|dated_supply_outbreak_response|flu_2024_25|covid_waves
2025-03-14,Arkansas,local government clinic,Fluticasone nasal spray,allergy,7,0.14,0.98,0,friday_short_day|spring_allergy
