medication_id,medication_name,medication_category,current_inventory,reorder_point,max_capacity,prescription_volume_30d,avg_weekly_demand,demand_trend,supplier_id,supplier_lead_time_days,supplier_reliability_score,historical_shortage_count,days_since_last_shortage,avg_stockout_duration_days,risk_label
MEDAC42FB,Gabapentin 600mg,neurological,107.0,34.0,786.0,37.0,11.0,-0.35,SUP137,17.0,0.581,2,95.0,2.5,1
MEDE74C68,Mycophenolate 500mg,immunological,687.0,335.0,947.0,498.0,151.0,0.51,SUP155,4.0,0.525,3,55.0,2.8,0
MED9442E4,Nitroglycerin 0.4mg SL,cardiovascular,1880.0,396.0,2468.0,1095.0,253.0,0.09,SUP107,13.0,0.504,6,29.0,8.3,1
MEDE7FC4C,Cisplatin 50mg,oncology,400.0,334.0,482.0,1172.0,240.0,0.23,SUP146,36.0,0.23,6,111.0,11.5,1
MEDE795CC,Haloperidol 5mg,psychiatric,221.0,94.0,475.0,155.0,27.0,-0.05,SUP141,30.0,0.484,10,52.0,1.9,0
MED4B64E2,Epinephrine 1mg/mL,respiratory,1403.0,63.0,2573.0,62.0,22.0,-0.29,SUP124,11.0,0.354,7,19.0,1.3,1
MEDEFAFDA,Semaglutide 0.25mg,diabetes,186.0,712.0,410.0,426.0,162.0,0.08,SUP115,29.0,0.302,7,78.0,2.1,0
MED1FEF88,Enoxaparin 40mg,cardiovascular,213.0,520.0,1007.0,452.0,170.0,-0.04,SUP108,12.0,0.474,8,7.0,1.9,1
MED2E1737,Valproic Acid 250mg,neurological,1508.0,555.0,2039.0,1926.0,326.0,0.68,SUP135,13.0,0.54,5,11.0,0.8,1
MEDDFC6DE,Meloxicam 15mg,analgesic,411.0,497.0,1220.0,1070.0,215.0,0.28,SUP121,8.0,0.712,1,108.0,15.6,0
MEDEF74A3,Valproic Acid 250mg,neurological,25.0,26.0,779.0,30.0,15.0,0.62,SUP135,20.0,0.514,4,87.0,2.3,1
MED1F334F,Cisplatin 50mg,oncology,1273.0,8.0,2568.0,49.0,7.0,0.43,SUP146,38.0,0.159,5,117.0,5.9,1
MEDB0BEDA,Cisplatin 50mg,oncology,2284.0,1546.0,2599.0,1213.0,388.0,-0.33,SUP146,59.0,0.367,7,45.0,8.3,1
MEDC186DC,Dulaglutide 1.5mg,diabetes,2412.0,1397.0,2797.0,1862.0,301.0,0.09,SUP115,26.0,0.414,8,4.0,14.6,1
MED46169B,Mycophenolate 500mg,immunological,1087.0,804.0,2571.0,1425.0,251.0,-0.4,SUP155,10.0,0.521,5,102.0,1.2,1
MED0C110B,Glipizide ER 10mg,diabetes,1537.0,930.0,1634.0,454.0,190.0,0.17,SUP117,9.0,0.586,4,64.0,6.8,0
MEDA8E4E5,Dexamethasone 4mg,respiratory,660.0,713.0,840.0,1307.0,281.0,0.29,SUP126,8.0,0.555,7,85.0,3.3,1
MED56FBB4,Hydrocodone/APAP 5/325,analgesic,67.0,413.0,2743.0,624.0,128.0,0.34,SUP118,21.0,0.4,9,88.0,7.6,1
MEDB5DE91,Bupropion XL 300mg,psychiatric,263.0,168.0,490.0,410.0,65.0,-0.22,SUP143,14.0,0.58,5,60.0,11.1,1
MED273218,Pioglitazone 30mg,diabetes,1819.0,560.0,2268.0,859.0,140.0,-0.37,SUP116,6.0,0.669,3,25.0,13.0,0
MED2749DD,Dexamethasone 4mg,respiratory,374.0,448.0,1450.0,526.0,96.0,0.02,SUP126,15.0,0.516,4,99.0,11.3,1
MED4E8C7D,Carboplatin 150mg,oncology,480.0,427.0,625.0,876.0,252.0,0.5,SUP147,14.0,0.315,12,14.0,2.8,1
MEDD31C60,Fentanyl Patch 25mcg/hr,analgesic,2745.0,1278.0,2782.0,1512.0,398.0,0.05,SUP119,50.0,0.28,9,57.0,14.3,1
MED9F4163,Ondansetron ODT 4mg,gastrointestinal,117.0,120.0,288.0,340.0,61.0,0.4,SUP129,13.0,0.47,9,12.0,3.7,1
MED08E0FE,Ipratropium Nebulizer,respiratory,806.0,195.0,1232.0,612.0,119.0,-0.21,SUP125,19.0,0.42,10,30.0,11.9,1
MED4965B2,Mycophenolate 500mg,immunological,1136.0,212.0,1287.0,219.0,43.0,-0.36,SUP155,23.0,0.667,4,15.0,6.6,0
MED15010A,Octreotide 100mcg/mL,gastrointestinal,678.0,510.0,2119.0,656.0,228.0,0.34,SUP133,23.0,0.448,4,29.0,8.7,1
MEDFA95A0,Tacrolimus 5mg,immunological,2471.0,1454.0,2631.0,1138.0,374.0,-0.1,SUP153,25.0,0.362,4,93.0,5.1,1
MED255F6C,Mesalamine 400mg,gastrointestinal,727.0,1090.0,1764.0,989.0,240.0,0.42,SUP132,23.0,0.592,3,90.0,6.1,1
MED2FF6F1,Phenytoin 100mg,neurological,657.0,341.0,923.0,1385.0,238.0,0.45,SUP134,20.0,0.577,4,41.0,0.1,0
MED0C913E,Meloxicam 15mg,analgesic,748.0,562.0,2007.0,348.0,130.0,0.47,SUP121,14.0,0.737,3,44.0,3.3,0
MED57EE8B,Cyclophosphamide 1g,oncology,873.0,46.0,1239.0,92.0,20.0,-0.09,SUP148,41.0,0.199,6,41.0,22.1,1
MED0F5032,Valproic Acid 250mg,neurological,720.0,516.0,1369.0,761.0,240.0,-0.26,SUP135,18.0,0.572,2,85.0,4.5,0
MED492ABC,Dulaglutide 1.5mg,diabetes,1075.0,1277.0,1576.0,1013.0,341.0,0.23,SUP115,31.0,0.391,3,117.0,8.7,1
MEDA724E7,Spironolactone 25mg,cardiovascular,654.0,1561.0,1036.0,1268.0,339.0,0.57,SUP112,9.0,0.763,2,70.0,5.1,0
MED9ED07E,Cyclosporine 100mg,immunological,1073.0,321.0,1327.0,1362.0,218.0,0.48,SUP154,30.0,0.461,5,40.0,0.7,1
MEDAB8DA6,Azathioprine 50mg,immunological,32.0,438.0,441.0,649.0,139.0,-0.15,SUP156,33.0,0.334,12,52.0,8.6,1
MEDE89286,Carbamazepine 400mg,neurological,142.0,192.0,493.0,366.0,100.0,0.36,SUP136,14.0,0.507,4,62.0,2.2,1
MED2E3505,Vincristine 1mg,oncology,97.0,1455.0,1072.0,630.0,311.0,-0.15,SUP150,40.0,0.232,10,83.0,11.4,1
MED6FC057,Sucralfate 1g,gastrointestinal,361.0,862.0,376.0,860.0,183.0,-0.07,SUP130,22.0,0.591,8,94.0,2.2,1
MED480D63,Pioglitazone 30mg,diabetes,1856.0,243.0,2355.0,448.0,103.0,0.42,SUP116,8.0,0.709,2,66.0,5.1,0
MED84E318,Ondansetron ODT 4mg,gastrointestinal,261.0,190.0,637.0,1158.0,175.0,-0.31,SUP129,12.0,0.489,5,90.0,19.0,1
MED607D14,Octreotide 100mcg/mL,gastrointestinal,1341.0,581.0,1463.0,1289.0,332.0,-0.24,SUP133,32.0,0.376,5,45.0,3.9,1
MED496F6A,Semaglutide 0.25mg,diabetes,237.0,443.0,242.0,567.0,118.0,-0.34,SUP115,43.0,0.334,7,85.0,2.4,1
MED2B062D,Piperacillin-Tazobactam 3.375g,antibiotic,559.0,97.0,1229.0,290.0,53.0,0.35,SUP101,22.0,0.475,4,60.0,0.8,1
MEDC2A45C,Lactulose 10g/15mL,gastrointestinal,964.0,240.0,1107.0,651.0,104.0,-0.03,SUP131,17.0,0.604,4,98.0,5.2,0
MED34FCE3,Acetazolamide 250mg,neurological,42.0,236.0,1170.0,1267.0,196.0,0.26,SUP138,22.0,0.544,4,116.0,6.1,1
MED0AA962,Phenytoin 100mg,neurological,309.0,222.0,692.0,1029.0,150.0,-0.37,SUP134,17.0,0.547,2,32.0,1.8,0
MED9BC689,Dulaglutide 1.5mg,diabetes,718.0,478.0,1803.0,752.0,181.0,0.63,SUP115,45.0,0.412,4,105.0,10.2,1
MEDD25D07,Dexamethasone 4mg,respiratory,688.0,500.0,1694.0,2087.0,365.0,0.08,SUP126,16.0,0.411,5,58.0,13.7,1
MED4CC7E7,Ketorolac 30mg/mL,analgesic,343.0,762.0,2184.0,1208.0,285.0,0.13,SUP120,23.0,0.502,6,34.0,2.2,1
MEDAF760B,Diltiazem 120mg,cardiovascular,30.0,93.0,358.0,247.0,79.0,0.61,SUP110,10.0,0.724,3,88.0,4.0,0
MEDD07BCF,Chlorpromazine 50mg,psychiatric,1047.0,994.0,2788.0,1266.0,396.0,0.4,SUP142,19.0,0.646,4,111.0,5.9,0
MED5B3B38,Methotrexate 25mg/mL,oncology,960.0,587.0,1610.0,1543.0,328.0,-0.19,SUP145,29.0,0.303,9,76.0,6.5,1
MED09FB94,Hydrocodone/APAP 5/325,analgesic,150.0,487.0,675.0,946.0,167.0,0.66,SUP118,18.0,0.459,3,16.0,14.9,1
MED8BBF04,Sucralfate 1g,gastrointestinal,1046.0,98.0,1281.0,501.0,79.0,0.68,SUP130,15.0,0.483,9,56.0,7.0,1
